Signal,Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5
"[ -8.36275147 202.51285266 189.36525272 ...  75.01327841  96.27980769
 135.08515072]",714.2144522232551,1676.4658203859258,4069.0727241679792,2268.7340884692994,4767.480348356409
"[ -9.36986786 255.65463912 165.12900202 ... -98.63614526 -93.28936327
 -14.45980359]",4513.5218230890805,4947.202449774215,3395.667112952637,2506.1569587729527,2010.9073233076733
"[ -0.461895   204.40659845 124.0982972  ... -41.56907921 -70.01362049
 -12.33942527]",4722.52561232172,2033.8752167198197,4702.232665145065,2267.6692107757713,2632.8404234826917
"[  3.93271855 197.12063138 258.82457349 ...  27.8064071  -33.76863213
 -95.1473277 ]",2751.569711162759,3103.7003506305623,1791.6413100149334,1513.8436296258944,3783.242660589174
"[   6.36972529  309.26064383  242.99098965 ...  144.08825374    4.95838653
 -135.67311641]",2206.7779967754645,3289.4438367261914,4212.817340415034,3318.878862390839,4843.124544202014
"[  -4.2617076   145.83081863  106.73806457 ...  -10.98095348 -121.79793922
 -124.34009738]",4895.1041821956815,1752.2213855933614,487.7565771192379,4491.027842295773,2539.0797001661726
"[  0.55223204 205.97192616 223.323168   ... -89.98196141  92.45610744
 260.24023264]",3278.3388982070733,2426.4077305366413,696.1246297616522,4235.385709726681,1396.3053049542932
"[ -5.79468545 149.12371727 165.87495694 ... -21.5336159  -46.41668614
 -15.02462202]",2017.2775766384786,327.04865770204765,1226.7467714899233,4185.060657329638,3196.428248123568
"[  -9.15477603  174.63688417  206.68066544 ... -107.8826767   -47.44085733
   59.71990582]",1797.0476597809143,3257.2032275089105,1270.4556321373393,3574.345563916855,3148.707256128552
"[ 2.39656896e+00  1.38525615e+02  1.53119411e+02 ... -8.86828539e+01
 -7.88079027e-02  5.61183039e+01]",3129.301178141546,4704.904561528019,488.78725974835424,1897.3509897569058,585.7663471328441
"[  -7.83137589  211.40173358  220.41617643 ... -205.3005418  -157.88850886
   28.10761842]",307.6091675662017,4932.328456135666,2930.280953878377,3020.2308012373633,2317.9290445862316
"[ -1.92619966 193.48857462 247.73150509 ...  95.8078449   43.36551215
 -24.19953023]",857.4228221483545,1964.865836104336,1009.5742746510883,3356.8507005428855,3504.43881559713
"[  3.07456021 246.81996349 250.45509611 ...  55.34048541  53.98631739
  72.64838093]",2993.873295850989,4105.326717788613,4043.7000199356803,963.4660950890216,2619.471509374335
"[  7.35135646 175.69280676 138.76071557 ... 151.76029686  55.93470418
 -22.72373793]",1098.4845878419096,1357.1823136945754,3789.143276940389,1490.5285096343873,4819.925019444998
"[  2.71324571 330.07589988 315.48301973 ... -39.93773796  27.75005544
 115.77707958]",3973.2670545310207,2578.96846847455,2581.716582482646,2289.49150395129,4264.450866507945
"[   2.19455377  198.14489256  261.28491624 ...   83.63452289  -31.63789538
 -135.18079688]",1605.7309336748292,3791.796341166879,1229.8460887453982,1849.4690524994633,2814.947532313465
"[  -2.15707045  221.71871144  262.25084208 ... -102.45770336   36.94337891
  131.36170454]",3776.502400852968,1841.8107124191863,3708.217278072369,2336.195089236374,2515.3875041837427
"[   5.21086601  167.8114607   221.19991104 ...  -27.0041623  -178.90899034
 -248.38544623]",3134.7769596427643,1002.8766481357596,1759.7191368638762,2007.8334110842407,4317.086184642444
"[  7.39490765 180.13976863 126.94679332 ...   6.45335135 -86.93657109
 -41.48181071]",135.4152495339062,3900.955237529373,311.5775637059894,2276.1486501535296,4251.256504465078
"[ -10.31622818  208.9543195   188.95680048 ... -108.76086878    4.31256761
   73.26528316]",1207.2633130697516,4155.497805292638,821.0167770889105,3196.000212007002,4775.62077704616
"[   4.7536654   245.47626173  214.28218003 ... -240.65586282 -199.26371893
   47.7001625 ]",2508.008336593955,407.5448893173719,3673.29545680105,3689.22461825188,4388.363687889857
"[ -2.94181771 182.22111495 244.97170746 ...   4.64245569  71.51017257
  53.4752097 ]",449.9666630372526,2641.7499677162023,3092.3856936449433,498.55683406001236,3123.4619216003416
"[  2.05811322 185.22070661 201.79910163 ... 159.51606493  86.11501101
 -10.49031245]",1516.1422932078137,3411.9670271502223,632.544309493024,3889.749983947116,1036.3446375370381
"[  4.27290338 189.73686821 135.18412449 ... 157.16214211 167.57564287
 107.63603031]",533.3553433430875,4969.430015807826,4168.8881851510505,3769.611544328656,973.2363042701014
"[-10.26401292 162.34652537 177.07277254 ... -33.14066585 -94.2738299
 -73.98652114]",3552.008381678673,3581.384906562219,3515.4132637568364,1754.7358822106637,2409.8857771523185
"[-8.22234294e-02  1.94119055e+02  2.52652506e+02 ... -1.02530191e+02
 -2.84834766e+01  4.43368023e+01]",3820.667801867222,2357.5924554995054,698.6477305404738,2976.198387520906,2061.1891934996706
"[  4.82151307 218.06490805 204.53034421 ...   6.59835538  79.07970685
  -8.5307365 ]",3737.8449199104643,2626.4987416601457,1580.0041097184271,4778.64677343813,1857.7123056842888
"[  0.51405407 154.817657   189.96882221 ...  28.44766731  51.83788727
  85.77545544]",1937.1303613055136,942.9929523236261,275.3450329492401,1600.2749992721488,4205.936891103315
"[  -4.9997439   173.23128583  169.07760805 ... -132.9221424  -126.54261698
   14.84168111]",1571.2397342477716,76.67735313584153,287.59592902194436,3554.995619445813,3957.25392728012
"[  7.00480083 159.32756788 229.39542694 ... -30.95609548 -37.13165203
  39.61992207]",2417.1223906271944,1511.6131025006785,1363.0156619309387,1071.2867017362285,3391.160635314956
"[   0.9326518   260.06105786  204.80813848 ... -204.5646523   -49.89306588
  108.40164776]",3673.338151955217,3939.381593278836,4161.854260453444,1531.034441488483,3980.427386244912
"[  3.09469977 160.37627724 204.16541403 ... 104.03345353  48.36384009
 -60.43147118]",1339.4230970643835,2259.918544853321,3593.661684087624,2301.64307595621,3028.897414830238
"[ -2.58056137 110.21851717 156.36257832 ... 122.67652394 109.82791535
 114.92291454]",443.2773464324866,146.9638749370092,687.3630966950001,3017.9580192495036,3133.426278192485
"[ -11.4019058   315.25215733  221.58177713 ...  -60.9615663  -171.35511543
 -129.08227096]",4763.638088611259,3852.945282157646,4742.365288533837,3146.909327615029,2709.067848772456
"[   1.51453466  169.0856067   197.30683681 ... -164.32498403  -87.07782145
  -10.0353415 ]",3511.395731223874,4757.356772525226,780.8495743398835,691.9440776193829,1921.5409591764605
"[   1.18504377  161.25539054  233.03486997 ... -130.86601912 -145.29436645
  -55.94462501]",2336.8501192859503,266.7923443089504,3611.0971017965467,1500.2011132992566,2811.1595937754837
"[ -5.86005973 188.74064159 160.83107838 ... 217.04931685 118.30861797
 -58.42782694]",4016.8556684937544,1933.6745299181555,2258.426552313927,60.065225744125655,4969.958244071903
"[  -5.67637693  203.83413516  209.31695834 ...  120.77849315  -28.20465132
 -168.9755576 ]",3091.700049851443,1433.6058552918096,949.9786297265944,1387.7971918528192,4968.0420414980745
"[ -6.59972033 204.08243795 339.37149013 ...  56.64843599 140.36037943
 173.63015616]",1333.1694830707402,3101.0248002189633,1982.1935696927408,1852.4021641328522,1676.5407849730861
"[ -3.17212726 215.70412802 118.85472522 ... 119.30434055 -27.0436569
 -38.06662176]",4523.060081213301,4840.032992187298,2301.529675309895,4616.223037614775,3713.4109019673874
"[  1.19646878 217.3800089  227.67208886 ... -24.71880248 -80.19052368
 -15.81010261]",4141.1619998130855,3119.9110698890527,599.949663164772,1515.2861315918203,4155.473104013129
"[ -9.6006295  213.33598396 228.31354636 ... -68.30021452 -11.42058914
  42.48693632]",3701.3892110609268,2773.5924765394384,2965.6581335197366,494.00699887108215,3330.0610437696428
"[ -1.41763232 201.11739858 214.37883049 ...  97.33383857 102.38098342
  -3.00716521]",4436.7702238093225,2035.223406408598,2751.8031150450765,2730.737992654979,1449.4511191783151
"[  -8.68171626  152.37366722  169.6611329  ...  -42.71760728 -139.19303632
 -117.65895488]",2531.8545160919575,3984.132223851457,257.61222742840846,3032.0022441155306,1604.387110781743
"[ -4.42913963 121.37926435 135.54682    ...  44.31095946  41.93446064
 -41.66173367]",582.6160519429341,3612.652493021934,209.10731906475593,1512.8987818715655,727.5147244987936
"[ -2.35174317 236.47493988 166.93242348 ... -48.26350306  82.49774837
  72.28436181]",1718.065438501149,3141.3786889678627,4861.949773158511,3855.833742472664,4942.615318407968
"[  2.24953619 182.62854492 206.3270016  ... -36.89609358  24.23040314
 108.65549738]",2029.2964225260466,3269.8294135693577,400.4372701260179,1676.9840308435803,4113.383514501751
"[  3.22779884 228.03953633 179.18811417 ... 146.38529065  50.97590523
  -5.76953373]",4685.143057364033,1390.4787914115645,2599.173257278631,4425.64029074863,3094.6609461633934
"[   9.51507477  235.07308324  125.93819043 ...  -43.49027102 -172.00299652
  -40.9276537 ]",4066.0929199576894,4291.254644627213,4565.239424110121,3952.9905377658943,4005.528861646512
"[ -6.78395376 140.28379562 201.39477932 ...  87.30808026 184.61232004
 198.60015953]",1872.3048846996285,150.5153197535439,1277.3622480864915,2924.253826573047,3031.4975060842416
"[  1.69684163 248.00664582 269.85514512 ... -50.60199787  -0.7510397
  68.20815202]",4057.3901024318443,2822.3122696523174,2450.7678104427837,4301.003123146062,2377.28939870229
"[  6.33457255 188.74773834 173.06122087 ...  93.95462872 109.04789202
  20.00184789]",1950.0311628132667,3919.0100018762528,2179.3979117218237,2482.311781342874,3995.743522021419
"[  4.18154155 244.62121724 208.01070928 ...  11.79810181 155.6153887
 151.09727053]",4633.572952100291,3555.72240727159,3745.5244682661114,853.3220630748368,2838.136661968347
"[  7.09933614 148.73579774 228.51361339 ... -53.48085672 -50.2591143
 -71.43174804]",2343.6288385869766,2436.558477976425,2769.553523600613,1671.978858596491,592.842965171392
"[  2.16557603 123.52651148 167.99998369 ... 143.03922893 153.85965586
  99.77367722]",516.1956355133902,1347.1957484936281,2587.6433744358173,3635.5378802367636,941.2967991325422
"[ -1.01530092 259.98484671 212.36648764 ...  71.31090299  80.43286996
  99.35884115]",1204.4087318713905,4606.345277478978,2407.7323311707532,3967.6154343067737,3516.0043807227994
"[ -4.35373632 178.06409825 163.40694838 ...  66.5238661   95.74380718
  43.83658975]",2617.425048794424,3094.64817171274,4569.97245227708,4240.5559999933275,2058.119861904581
"[  -3.20138809  220.20865692  146.49776131 ...  -55.08343177 -149.93695639
  -34.02690482]",4080.225461363124,2695.1744884631917,4998.268744048773,3300.3744696894005,3562.945254595976
"[ -0.68489714 236.91143779 128.79482368 ... 104.61750677   5.30297515
  -3.93361214]",4884.325796265536,3923.364010959056,2963.6850169638287,4.193004017460771,4386.007704755771
"[   0.28098999  235.42893318  235.34585432 ...  -99.4499998  -204.74445671
 -118.0208746 ]",1745.84172197629,4515.150879494712,846.7240540377792,3176.2429070178227,1591.6662171117894
"[  0.72658951 126.41417022  53.35253602 ...  66.89998099  68.58612759
 -11.79914486]",4755.813433941073,1102.3642181999894,4995.994664911315,461.03030727799313,3849.5148193631553
"[ -1.54748022 122.84037881 195.40440083 ... -44.65976737 -33.52821821
  -6.25439691]",2273.880555466975,1165.213863006042,971.8526629220961,3167.3255255700283,2835.8506547699812
"[  7.95787928 210.37660076 284.44826223 ... -16.67480946 -15.63582502
 -13.87648932]",2449.9238380521497,2911.659783717268,2068.0300143759973,4354.565234303234,1097.3013777732415
"[  6.4336774  214.24055016 218.43499031 ...  41.88019026 102.89211357
  30.90448772]",2770.2337680050114,3848.5849495090147,3150.654020257781,1211.6370583393468,2632.8491408837535
"[ -0.81252598 210.21071649 171.62379649 ... -66.68257849 -86.25271924
  88.88269697]",1509.4382423533073,1909.0394638602513,457.60783976426785,4939.368144435484,4462.187457961588
"[  -5.64231437  197.37946008  207.60228634 ... -100.62271029 -123.81207922
  -58.97746646]",2038.7300519235384,2703.967068570144,4451.444700129025,4082.2389437171646,1412.0516135546006
"[  -8.53119578  107.68832973  165.61188029 ...  -96.7011135  -151.6613587
  -99.35403368]",2518.926758541603,654.1074026036847,1773.911782318829,3512.1431925616225,903.598838584873
"[-1.82785735e+00  2.24837769e+02  1.87525584e+02 ...  9.95196447e-02
 -4.30784243e+01 -3.86234936e+01]",4934.484993818388,878.2060225060542,1930.8070171357738,1717.745504474186,3288.8666395146774
"[  -0.93526224  347.53020277  228.99077331 ...  115.01165564  -26.36382216
 -197.78666352]",3708.865407733511,3251.9999736392465,3763.9228112468204,4682.612760638051,2979.8644563862845
"[ -8.97100779 129.66901918 141.53038557 ... -56.47865579  31.80033047
  38.90915048]",1856.3296114171842,580.7979122047689,686.2601330078926,1374.9021666021536,3884.573594080267
"[  5.13645155 191.39064408 186.96243166 ...  75.82884579 168.38979547
  90.09845663]",155.22414494681735,1996.9131176475846,3542.5083683397156,1323.5510527558708,3991.6884404544967
"[  1.32149538 181.98173943 252.11246223 ... -14.29700995 -74.95196216
 -69.0460902 ]",877.640342831788,778.3565452246738,3492.950748919972,3167.2667389532485,1668.9374780080004
"[ -3.40624826 172.94959467 227.04503197 ... -41.55319811  19.14904553
  51.47290053]",814.1201240545474,3440.338373347316,3287.5342138019832,1068.535453592678,1720.796160447134
"[  1.26675617 156.49471782 180.85748849 ...   6.34152442 -81.02539059
 -76.28583341]",3050.0152103001014,2752.6754577857137,259.01547624470385,2791.6882531965225,4480.297736848105
"[  8.10669064 167.36725396 158.37695982 ... 178.76637807  19.46835749
 -59.3837172 ]",166.17806688683382,1958.8579458350991,1748.5986216707208,1545.6973399867882,4949.1095441110865
"[   2.76702673  141.24492235  149.64411414 ...  -66.92133749 -144.1653013
 -142.00654612]",4415.986195357749,2723.0288300019024,45.58414359102168,2224.9207479624256,2639.325025171513
"[  6.73306569 171.48704809 165.78825278 ... -17.19341209  -0.79192926
 -59.17229544]",4966.940583852948,2353.075592336986,401.6436429826912,1044.5432021706333,4728.70476484222
"[  3.74998116 338.47462798 231.40796604 ...  56.7708213  130.34083106
 -40.97238428]",4779.713671755773,2938.879750891059,3550.921519849568,3290.526583835517,3976.568032297897
"[ -0.30508464 221.48532906 253.15553257 ...  19.17392206 180.03531416
 180.16170155]",2675.38053521361,2231.566025485658,466.6431918485006,2012.2791649917363,3946.598639746409
"[  3.33342975 159.11106435 154.98799313 ...  86.62426571  38.6699372
  79.14718216]",1247.427874958585,4737.29869317337,4687.367056438181,1102.5497237782595,3320.910786426078
"[ -7.25163959 197.15345855 159.66013329 ...  51.29095811 130.87013066
 178.16112392]",910.6076237704883,4701.426167647261,3858.5317493443254,1746.5880852854893,411.2508454083519
"[  -1.75514723  233.0552319   308.07909549 ... -120.7398065    29.94402242
   93.65203203]",3748.6127882352016,1224.9971811710736,2872.3312334921466,2123.151169880853,2807.618222613785
"[  -4.68667395  250.13529498  231.12995567 ...   62.72240256  -99.29206952
 -206.82715575]",3926.880124266564,1739.1037256549162,4648.084703007261,2377.8413746420297,4186.831569625048
"[ -3.75746832 304.82191138 234.24428884 ...  38.42348213 154.77143649
  66.81551222]",2909.020156078109,4019.6516001414543,2821.6323668384784,4706.505627590103,4134.671579102109
"[1.96678514e-01 1.71507659e+02 2.28247800e+02 ... 1.08471403e+02
 9.26048010e+01 6.94368924e+01]",1536.4722706851815,3797.064274952162,2115.304337635704,3234.902400427736,2664.5646448993402
"[ -1.3752779  276.24893262 327.13395461 ...   5.98506403  47.82224871
  32.2503234 ]",2544.8762669654716,3391.7388681285843,2506.907938669324,2625.3579013830386,3384.352755299069
"[  8.05338418 170.31420512 209.39338295 ... -44.11351738 -38.1638641
   6.72878789]",2833.062773163019,4150.4156798879585,3197.8931803694736,1796.376527629816,1091.6340520841375
"[ -9.95118282 154.30166509 217.61586763 ... -36.47377204 -10.13218954
  17.84259046]",1449.6243453016584,2646.157748358091,2324.203377579,2705.529547512685,2416.848584720079
"[ -0.43392855 226.34596001 270.9013671  ... 227.83493991 164.8740507
 -35.31356465]",3461.707138711373,2934.6891388946274,1415.4285412919987,753.8304651196663,3051.6797994436442
"[ -7.25560871 186.24636591 115.98751765 ... -54.20954207 -18.9853157
 -71.10008494]",1671.8417766042592,140.4134418242744,3308.897359317588,4840.053036700519,4851.609333886647
"[  6.72017014 191.02482449 197.92036547 ...  22.23911495  52.38012589
 105.61628014]",1678.2714493923793,4057.399707957653,4147.225515279756,2625.7889435107195,2090.5056415559316
"[  8.3246859  138.5595097  223.11329048 ...  86.01933436  30.56879805
  -0.51467898]",546.2187560359599,2230.9308844515044,814.3928283748971,2064.456809729225,2256.883062532483
"[  4.2577589  228.26629321 155.72953507 ... 113.89488175 100.66148766
  73.34757301]",3311.724569274159,4582.343575951547,258.40253048393885,3780.329235965757,3906.769771859578
"[ -1.34441185 168.29539164 143.81178007 ... -71.60637438  60.79642853
  22.7750016 ]",2556.484723055279,3061.6374629335264,389.7818418368365,4483.6040072522765,903.1258063025638
"[  -7.45741392  217.29885982  195.34918923 ... -118.17810179   75.14760068
  273.57985635]",3996.4309833872458,1050.2028991125876,4231.374334118905,416.45421909173746,3307.3662160327153
"[  -5.33108508  216.41154513   96.72748113 ...   68.82277162  -24.61542236
 -179.40599041]",303.01068889089635,3911.0833316783355,4675.818395984441,4354.9334694314175,151.71793476495847
"[ -3.0347328  220.61703921 205.44089738 ... -23.70795993 -93.85095249
 -89.16517231]",1786.8663150446832,3608.5765337590888,2032.1359088660686,1663.643929910716,4780.118664421614
"[  7.74820166 184.93748984 199.08906566 ... 190.98465765   3.89265231
 -38.31824852]",1718.5346129864863,160.31638894048172,3237.9166832212422,1186.506204830768,3667.0506573218727
"[ -1.58375834 177.64026434 138.76420539 ... 170.93461062  46.63543371
 -57.44786016]",788.1138931274645,4390.885280041421,3924.9854559163873,1251.2245256797423,214.35591631326707
"[   2.93632142  147.54770985  119.28987688 ...  -99.7934544  -148.71351676
 -127.94721506]",199.83337516544307,4972.662783519856,3838.1662320661735,194.45599026746248,3186.908736311778
"[   3.44526849  235.0365879   225.94331882 ...  134.22635116   54.58419326
 -133.32259762]",3147.7691204666985,2134.4352825784454,2063.865972541107,4790.884044382056,1158.6165651447775
"[  1.78038007 119.67095873 170.77538984 ...  36.38038441  64.60793798
  18.13327179]",3969.6226728437673,899.9680499776073,1624.8481866410707,2692.647327036072,1773.4002056534187
"[ -0.82966857 204.94598722 188.14634293 ...  -5.92330065  65.50786638
  18.95781025]",708.8917721692093,4971.018938018748,2202.289653499046,924.5440916114252,4251.657027772552
"[ -3.43009889 181.13465307 190.20019224 ...  36.50802352 -48.10918149
 -40.71267562]",4027.206810061947,3761.1152012579864,1334.195547090853,3044.8512982542215,3395.6925980967935
"[  3.94376773 122.00854829 167.78220349 ... -41.18256181 -55.46890106
 -35.91196324]",3176.0168419953316,226.96045691777422,3122.5062387921944,2620.0882565971197,762.560975094466
"[-1.42666477e-01  1.88089244e+02  1.56493289e+02 ... -3.95538557e+01
  2.35701562e+01 -4.23594088e+01]",143.82817036407798,3295.483914903458,4937.906568786379,2182.123624417342,3498.6180510335826
"[  -0.95951457   84.41933686  137.70748119 ...  -88.32297758 -104.51501249
 -108.55497203]",99.88491118280963,282.0226494702907,1424.8026460839174,1610.500446429724,2006.266399111764
"[ -0.19330157 153.87827017 177.47744449 ... -34.40631181 -37.440188
 -34.4849345 ]",1592.1729551195224,2714.94281972616,3613.573667503932,3347.807163003357,3869.3514711555836
"[  1.50597379 269.12394474 191.70748795 ...  41.95042846 -49.05429616
  38.61309832]",4165.100226554948,4507.181770476552,3406.455745277082,1777.4511015004039,3504.6224236454377
"[   5.39358409  260.19544959  219.88015453 ... -147.67409566  -17.8453877
  176.1964913 ]",1315.259929324766,2690.189812078069,4334.56448595406,3117.9239600991223,4985.45527635948
"[ -3.19689793 213.87664501 158.79338422 ... -89.67412525 -30.01996977
  37.35695846]",2979.9909038854125,3796.2381365375963,3594.967162342417,4329.568603574937,1104.3004661362934
"[  -3.98479484  142.4261571   191.55595101 ...    7.23369675  -55.31070507
 -103.81887607]",2363.3750216689946,441.9536771950282,631.8831115185855,3446.898175405038,1362.4358400651756
"[  -6.55117675  269.00421385  259.68855013 ...  -89.03909184 -285.56150404
 -298.60659033]",2712.8694329899668,915.8832817381577,4107.881559219193,4335.207090280278,1022.7465115905159
"[ -2.32205031 242.45861102 261.11051954 ... -26.44165471 167.13140326
 274.47299324]",2140.5167215675783,4561.667082175788,3144.36871303146,3894.341767109567,1485.3015784889658
"[  0.56110172 205.19639141 200.60212944 ... -47.44168107   8.5925164
  48.26316159]",3593.6896518098583,657.9976312362595,2852.4991389064558,540.9752731214153,3973.2202508893615
"[  2.23609124 200.52340239 229.94513307 ...  63.20987979 257.86443944
 305.59797768]",1474.2144249913083,1449.3112965977607,2682.3894041213553,4732.592629361348,726.4277768409983
"[ -7.63565599 165.54749525 200.91450518 ... 138.62759561  12.25520214
 -78.46394369]",4094.968667721829,1932.9155364725425,3399.0511603044465,2693.741874687997,1339.417001240444
"[ -1.4823749  269.92568723 169.88457869 ...   2.36670053 -10.57499472
  55.68513924]",958.0342978248318,2159.576172257759,4594.328236364381,4452.936200684496,4794.417623939867
"[   6.44535012  262.8353323   269.71246512 ...  153.99837685 -138.42936647
 -271.54679081]",2328.851487770444,1367.589135378378,3291.9525116844684,3904.9663703061465,4990.107760803624
"[ -5.05459632 256.85065386 175.64734033 ... 109.05801214  13.29425977
 -49.11709529]",3890.500642868043,4499.055377526832,3120.236852663009,2791.6412578566838,3838.804533199578
"[-10.57176547 120.74171542 153.23158297 ...  29.14413739  23.79806325
  10.69921376]",487.71879092964167,4999.579408148757,1282.4644491561737,2253.971325285262,717.3896197724382
"[ -3.32537183 143.77100189  81.80024725 ... -22.37168558 -40.06478565
   6.33543514]",2995.3399875567793,3744.0806964127055,3272.965207452432,4576.80002159383,4818.426715325131
"[   4.10232686  147.6278897   120.61911712 ...  -99.91025733 -130.02508994
  -67.34591204]",4847.91576769436,2011.987831822163,889.0425993969446,706.0634539544119,4741.2774590601
"[  -1.63831428  131.47380428  123.02021832 ... -161.1669504  -206.80187798
 -102.42629717]",143.82797082076468,2189.0425005991556,1755.8081569314952,4771.382754293092,3743.1523355589698
"[   0.39748778  217.16778028  142.62252953 ... -120.52166401   93.73896666
  196.56213028]",116.41298809504767,4881.680161131977,4062.386112740728,1934.6079676935487,3546.43381800076
"[   1.21115606  134.97152917  136.9829775  ...   58.48380238  -17.03886313
 -129.32223477]",1157.96826670207,4676.909345904091,2622.6678268857686,4396.986551517438,847.5711700936693
"[ -5.00017362 226.63821836 217.1805249  ...  24.56008584 -75.46364387
  -0.38910101]",4637.191721697365,2720.9042678587193,87.10560726324552,2486.2424243506243,1183.5480608785913
"[  3.56689014 193.95613383 131.55888298 ...  67.77164148  31.704028
 -32.03343175]",3108.76920341063,4268.217371973417,2035.4225671671895,3324.8339118251956,4907.78095417113
"[ 3.16580247 62.46471807 84.0103629  ...  3.07742797 13.87776034
 12.30817186]",1882.1091780989414,541.2053049864383,399.77938859642563,426.94025581519236,3381.7317285865415
"[ -0.44649286 152.13545437 173.47147606 ...  16.61770284  -0.87279801
 -87.88772136]",843.0164582596818,3349.982039889997,541.1099380088983,203.92155123339796,3823.776889231829
"[   6.10564779  224.19731341  226.67367728 ...  122.41989086   -9.36433251
 -184.46153787]",2675.8451798928722,1940.257357879317,4398.805571505188,3860.920400038612,1790.7323605802724
"[-10.88273854 164.25618441 167.25085939 ...  36.06826184 132.34962823
 209.04771636]",740.2762842666016,4601.407356382877,293.21723941740026,2624.494699760768,1706.2070592323296
"[ -8.1476669  203.64647139 170.76976329 ... 136.63300194 145.62688153
 -27.60409985]",371.19532690444566,4890.753698045334,2432.752612908402,584.0221950189299,2324.709736130111
"[1.78969922e-01 2.46409900e+02 2.66305410e+02 ... 1.41989606e+02
 1.41908898e+02 5.65084481e+01]",1513.4152331526143,3618.910918096764,754.7149936800736,3911.5130057955353,1928.483953773999
"[-4.16800016e+00  1.38096460e+02  1.59250813e+02 ... -8.30833374e+01
  1.41282360e-01  9.47718250e+01]",180.72338623870434,4382.397668529742,1925.3722163976367,591.2541224218891,1081.8207492625556
"[   3.2578923   193.99732027  220.63311081 ...   58.49861354  -70.33069518
 -137.36748349]",2594.7927308903104,3817.9660955551,2233.216102564621,2848.8659974123084,4141.974313278054
"[ -5.804509   131.30681887 165.27847739 ...   6.68010204 -51.73828931
 -37.1210051 ]",2001.0052264146377,4821.288954417866,164.71370426917008,683.2844087109873,2758.8286789405674
"[-14.90234603  97.21844224 131.21279564 ... -53.27885437  -8.65804686
  37.67237489]",2505.8543257517304,13.074601877321546,928.8796007576419,3372.271064739263,2794.321949684044
"[  5.34402168 171.54836959 221.93204818 ... -23.3918569   -1.01003397
  17.81474373]",3613.5368767509694,2335.921210098055,2151.968443315034,3380.183906289866,1841.4584675108965
"[ -10.21101252  113.44292398  148.14286188 ... -135.75006861  -87.15978726
    3.5677251 ]",2093.1389271453663,1788.0324327326632,3213.478132636632,3765.224664017969,1888.0029905303384
"[  -4.96837151  103.87504733  158.51498668 ... -100.77278501  -34.28757278
  -23.15151429]",2246.434241412332,278.8901158955657,2097.1626811761867,1161.1815316653017,500.7484324736253
"[   5.99360508  188.25744794  133.44879452 ... -154.85646562 -161.3590802
  -60.26424552]",4679.0962806904645,867.8090205531037,3457.1135342593243,3215.259706655433,4677.486594149858
"[  7.74777794 169.76594531 169.21601759 ...  16.0135428  -46.72896897
 -99.35034489]",865.782918506891,2295.763776783591,4477.2726695869915,3948.7436062239194,4144.400341691582
"[  -1.80504139  224.56178267  126.18987847 ...  -96.63577087 -168.59641961
   45.48334369]",1774.0813909753804,4594.320035766608,1546.4975921270382,2635.856560919878,4489.235778481936
"[  9.28128055 307.38728853 263.0807818  ...  -1.6966881  100.16889331
 165.51464844]",2255.659787400432,2431.5114872568165,4709.461076762397,4055.338397861695,3331.619989480956
"[  2.5074045  132.72725445 128.26903713 ... -10.64409828  51.48646839
 110.84587219]",4835.3782430253095,2172.500622104492,175.6778552367805,1291.3019580009952,2926.3501049606484
"[ -5.72874913 233.0203044  251.70497316 ...  81.54403134 169.07246245
  71.60674705]",2296.5286431471463,4642.669067230643,1908.4058952683372,2364.6112006813405,2135.987754408497
"[ -2.29861039 190.4826657  227.2126906  ... 120.77621629 186.28805029
 143.21061302]",1772.2637162316346,4264.689787074785,2198.26591546485,3591.7924530430137,1219.4362328224381
"[  11.17099827  134.83718731  204.69851369 ...  -47.39820352 -104.59335908
  -74.09498078]",2982.9589423797406,1564.9682884476122,487.10247517144023,335.16566165185066,281.8600755209059
"[-1.26240734e-02  7.83202233e+01  7.08830449e+01 ... -1.86602913e+01
 -5.77820252e+01 -1.06836379e+02]",3.952818076509459,479.65622054549965,4496.584848832619,2689.727503124452,3335.8532793162676
"[  -8.63717295  181.34640094  243.24333558 ...  -63.83190024 -122.47805841
 -108.07203863]",1875.891892627274,46.983766301839225,1594.1084967912602,3174.794272878133,3265.169533986917
"[  9.25367116 178.57627454 206.79686958 ... -25.61458382  23.14792272
 -12.32435154]",3397.5629105632033,2002.0981002542949,3685.666179006567,732.6229060573876,3916.7955463392263
"[  -0.54607729  207.57589219  143.46156401 ...  -55.03564939 -170.89561556
 -107.06355514]",1131.6829271968104,4183.230179089255,3750.8687023555594,4700.290599218862,887.8916190952956
"[   3.54373621  273.66752363  253.55844467 ...  153.12089014   10.54299998
 -164.870832  ]",1213.6033602305274,3912.8807044973764,4926.940787281023,2491.1641936123797,3000.731458940514
"[  11.78133536  265.29830033  315.65978219 ... -185.41545024 -181.23104514
  -90.33594462]",3203.507196166877,2259.0716074499855,3840.117146779267,819.8798487862792,2045.8005787443678
"[   1.8105533   178.25995246  218.71729947 ... -115.40469203  -84.62857206
   -0.41496684]",4182.5008717604505,1778.8895073489948,3556.150787062629,1174.3172561059191,476.88606572700485
"[ -2.85545791 128.03554622 154.75025851 ... -54.82080041  26.01794954
  89.90044938]",1565.8802373257865,4892.4493096479855,912.3243335194009,1761.3450368679792,92.65763813680074
